time,seconds_elapsed,z,y,x
1782451816171128300,0.07612841796875,-0.007284062914550304,-0.0653809979557991,0.009803766384720802
1782451816181152300,0.08615234375,-0.008926168084144592,-0.09172604978084564,0.0116549301892519
1782451816191175400,0.096175537109375,-0.01371404342353344,-0.12771731615066528,0.010251961648464203
1782451816201199400,0.106199462890625,-0.017589207738637924,-0.1596728414297104,0.016346339136362076
1782451816211223300,0.116223388671875,-0.031213929876685143,-0.17317169904708862,0.027284778654575348
1782451816221246500,0.12624658203125,-0.03259877860546112,-0.1497020572423935,0.05224818363785744
1782451816231270400,0.1362705078125,-0.028218429535627365,-0.10654136538505554,0.07509458065032959
1782451816241294300,0.14629443359375,-0.007384786382317543,-0.06800249963998795,0.09513220191001892
1782451816251317200,0.156317138671875,0.012261070311069489,-0.05162882059812546,0.09934461861848831
1782451816261341400,0.166341552734375,0.029036056250333786,-0.03979479894042015,0.08918918669223785
1782451816271365400,0.176365478515625,0.030030382797122,-0.0292647797614336,0.07024520635604858
1782451816281388300,0.18638818359375,0.03526429459452629,-0.017230220139026642,0.047692231833934784
1782451816291412500,0.19641259765625,0.032428182661533356,-0.02582700178027153,0.027117431163787842
1782451816301436400,0.2064365234375,0.018115820363163948,-0.04524970427155495,0.01923101395368576
1782451816311459300,0.216459228515625,-0.00002512894570827484,-0.04993196204304695,0.031981758773326874
1782451816321483300,0.226483154296875,-0.018308527767658234,-0.03282301872968674,0.06584838032722473
1782451816331507500,0.236507568359375,-0.035021062940359116,-0.017950687557458878,0.11109184473752975
1782451816341530400,0.2465302734375,-0.04136497899889946,-0.005522779654711485,0.15910623967647552
1782451816351554300,0.25655419921875,-0.04396212846040726,0.004601168446242809,0.20171524584293365
1782451816361577200,0.2665771484375,-0.03924247622489929,0.016175799071788788,0.23363323509693146
1782451816371601400,0.276601318359375,-0.0294430460780859,0.0346628800034523,0.2487790733575821
1782451816381625300,0.286625244140625,-0.01476263627409935,0.06221568211913109,0.2509886920452118
1782451816391648300,0.296648193359375,-0.012844255194067955,0.05289401859045029,0.24703069031238556
1782451816401672400,0.30667236328125,-0.02130538411438465,0.008168357424438,0.23359663784503937
1782451816411696400,0.3166962890625,-0.042891256511211395,-0.06080928072333336,0.21608184278011322
1782451816421719300,0.32671923828125,-0.06591108441352844,-0.16207970678806305,0.18897618353366852
1782451816431743500,0.336743408203125,-0.08665897697210312,-0.2880280315876007,0.1594739556312561
1782451816441767400,0.346767333984375,-0.10216549783945084,-0.4116714298725128,0.12591040134429932
1782451816451790300,0.356790283203125,-0.11774474382400513,-0.5218136310577393,0.08402323722839355
1782451816461814500,0.366814453125,-0.13326725363731384,-0.5719708204269409,0.04919867590069771
1782451816471838500,0.37683837890625,-0.13507996499538422,-0.5633929967880249,0.011671697720885277
1782451816481861400,0.386861328125,-0.1095556914806366,-0.5284294486045837,-0.024988580495119095
1782451816491885300,0.39688525390625,-0.06073877215385437,-0.4588474929332733,-0.06796430051326752
1782451816501909200,0.4069091796875,-0.002589182462543249,-0.388034850358963,-0.12422437965869904
1782451816511932400,0.416932373046875,0.04154372215270996,-0.28851547837257385,-0.19522593915462494
1782451816521956400,0.426956298828125,0.04802186042070389,-0.18814975023269653,-0.24496179819107056
1782451816531979300,0.436979248046875,0.01928635686635971,-0.14221858978271484,-0.2248237431049347
1782451816542003500,0.44700341796875,-0.023666968569159508,-0.11836171895265579,-0.1453547477722168
1782451816552027100,0.457027099609375,-0.05509999766945839,-0.09823369979858398,-0.032082557678222656
1782451816562050300,0.46705029296875,-0.06761552393436432,-0.07835985720157623,0.09294166415929794
1782451816572074500,0.477074462890625,-0.07124850153923035,-0.04654553905129433,0.192330002784729
1782451816582098200,0.48709814453125,-0.07059149444103241,-0.009613086469471455,0.2510439157485962
1782451816592121300,0.497121337890625,-0.06902734935283661,0.014346690848469734,0.26841938495635986
1782451816602145500,0.5071455078125,-0.06138621270656586,0.03552335128188133,0.24919459223747253
1782451816612169200,0.517169189453125,-0.0357951894402504,0.10162156820297241,0.1927035003900528
1782451816622192400,0.5271923828125,0.001337000634521246,0.2019234150648117,0.13029444217681885
1782451816632216300,0.53721630859375,0.02246612310409546,0.18439429998397827,0.07134688645601273
1782451816642240300,0.547240234375,0.011731186881661415,0.20000654458999634,0.007313570007681847
1782451816652263400,0.557263427734375,-0.027104314416646957,0.20332790911197662,-0.027876265347003937
1782451816662287400,0.567287353515625,-0.07786283642053604,0.19164222478866577,-0.03937765955924988
1782451816672311300,0.577311279296875,-0.13257868587970734,0.21144843101501465,-0.05205346271395683
1782451816682334500,0.58733447265625,-0.17652857303619385,0.24955642223358154,-0.07739290595054626
1782451816692358100,0.597358154296875,-0.20857635140419006,0.28036633133888245,-0.11589287221431732
1782451816702382300,0.60738232421875,-0.21545636653900146,0.2863653600215912,-0.16891588270664215
1782451816712405200,0.6174052734375,-0.21159039437770844,0.2678087055683136,-0.22226400673389435
1782451816722429200,0.62742919921875,-0.19154903292655945,0.26047223806381226,-0.27702072262763977
1782451816732452400,0.637452392578125,-0.16990302503108978,0.26403361558914185,-0.3323415219783783
1782451816742476300,0.647476318359375,-0.15041054785251617,0.25059211254119873,-0.3645623028278351
1782451816752500200,0.657500244140625,-0.12978097796440125,0.25037798285484314,-0.38401567935943604
1782451816762523400,0.6675234375,-0.11002273112535477,0.27037885785102844,-0.3962606191635132
1782451816772547300,0.67754736328125,-0.08349016308784485,0.3182092010974884,-0.40138891339302063
1782451816782571300,0.6875712890625,-0.0650712102651596,0.3615873157978058,-0.3799920082092285
1782451816792594400,0.697594482421875,-0.05329405516386032,0.3950909376144409,-0.32497718930244446
1782451816802618400,0.707618408203125,-0.05154222995042801,0.4257340431213379,-0.2547333836555481
1782451816812642300,0.717642333984375,-0.047823384404182434,0.4318251311779022,-0.15367303788661957
1782451816822665200,0.727665283203125,-0.047642022371292114,0.43731579184532166,-0.03863698989152908
1782451816832689400,0.737689453125,-0.04464194178581238,0.4394933581352234,0.0830496996641159
1782451816842713300,0.74771337890625,-0.021642085164785385,0.49061086773872375,0.17261527478694916
1782451816852736300,0.757736328125,0.013163377530872822,0.5469120144844055,0.22814221680164337
1782451816862760200,0.76776025390625,0.046912021934986115,0.5749391317367554,0.22829268872737885
1782451816872784400,0.777784423828125,0.04156266152858734,0.5840920805931091,0.19110997021198273
1782451816882807300,0.787807373046875,0.043515291064977646,0.5586005449295044,0.11059357225894928
1782451816892831200,0.797831298828125,0.05572088062763214,0.4841116964817047,-0.00887543149292469
1782451816902855400,0.80785546875,0.04591991379857063,0.3686490058898926,-0.1328226774930954
1782451816912878300,0.81787841796875,-0.006259341724216938,0.2273007184267044,-0.2250845581293106
1782451816922902300,0.82790234375,-0.06965696066617966,0.08386233448982239,-0.279577374458313
1782451816932926500,0.837926513671875,-0.12130630761384964,-0.03450345620512962,-0.28552553057670593
1782451816942949400,0.847949462890625,-0.12935809791088104,-0.10168888419866562,-0.25444936752319336
1782451816952973300,0.857973388671875,-0.09170018136501312,-0.13753966987133026,-0.1692088395357132
1782451816962996200,0.867996337890625,-0.038327235728502274,-0.14124438166618347,-0.041808273643255234
1782451816973020400,0.8780205078125,0.016807157546281815,-0.10552362352609634,0.09491626918315887
1782451816983044400,0.88804443359375,0.05666296184062958,-0.04983080178499222,0.23760417103767395
1782451816993067300,0.8980673828125,0.09673088788986206,-0.0032663990277796984,0.358253538608551
1782451817003091500,0.908091552734375,0.12279338389635086,0.047962967306375504,0.42069533467292786
1782451817013115400,0.918115478515625,0.1291198432445526,0.10065041482448578,0.4229090213775635
1782451817023138300,0.92813818359375,0.10863800346851349,0.13296441733837128,0.35920220613479614
1782451817033162200,0.938162353515625,0.07530663162469864,0.11516812443733215,0.2541298270225525
1782451817043186400,0.9481865234375,0.037969645112752914,0.04831532761454582,0.12343759834766388
1782451817053209300,0.958209228515625,0.0038839830085635185,-0.03491998091340065,-0.014826709404587746
1782451817063233300,0.9682333984375,-0.015222867019474506,-0.13302578032016754,-0.11863459646701813
1782451817073257200,0.97825732421875,-0.025718212127685547,-0.18397162854671478,-0.1776660680770874
1782451817083280400,0.9882802734375,-0.018539397045969963,-0.17666205763816833,-0.18039846420288086
1782451817093304300,0.99830419921875,0.0029058039654046297,-0.14711309969425201,-0.13248862326145172
1782451817103328300,1.008328369140625,0.03706404194235802,-0.09912187606096268,-0.046291157603263855
1782451817113351400,1.018351318359375,0.06620437651872635,-0.038071408867836,0.05495870113372803
1782451817123375400,1.028375244140625,0.08347684144973755,-0.0016641333932057023,0.1519305258989334
1782451817133399300,1.0383994140625,0.08242125809192657,0.007565963082015514,0.22560831904411316
1782451817143422500,1.04842236328125,0.07191162556409836,0.00949142873287201,0.2788965702056885
1782451817153446400,1.0584462890625,0.053361356258392334,0.023287583142518997,0.27889329195022583
1782451817163470300,1.06847021484375,0.031947944313287735,0.05743037164211273,0.2269374281167984
